VolcanoPlot	Counts	Log2					
#Analysis Name	M-1002 Loma Linda analysis						
#Dataset Name	FCortex GCvsFLT SAL						
Statistical test summary							
Group by	Segment						
#Filtered Dataset	false						
Target tag	Target group membership/s	Target name	Log2	Pvalue	Adjusted pvalue	-log10 pvalue	-log10 adjusted pvalue
	"Probe_QC_5percfilter, All Targets"	Arhgef4	0.177614158	0.13614105	0.13	0.866010905	0.886056648
	"Probe_QC_5percfilter, All Targets"	Cxcl16	-0.444729895	0.143096608	0.08	0.844370661	1.096910013
	"Probe_QC_5percfilter, All Targets"	Nrg4	-0.364505298	0.114793496	0.09	0.940082719	1.045757491
	"Probe_QC_5percfilter, All Targets"	Ccn3	-0.213245576	0.502907667	0.27	0.298511743	0.568636236
	"Probe_QC_5percfilter, All Targets"	Zfp358	0.05506203	0.751005681	0.72	0.124356778	0.142667504
	"Probe_QC_5percfilter, All Targets"	Ncald	-0.222586715	0.283637886	0.18	0.54723576	0.744727495
	"Probe_QC_5percfilter, All Targets"	Slc17a5	-0.126095474	0.626045953	0.59	0.203393788	0.229147988
	"Probe_QC_5percfilter, All Targets"	Defb26	0.551675129	0.105112876	0	0.97834408	
	"Probe_QC_5percfilter, All Targets"	Dcun1d5	0.033584303	0.938875928	0.9	0.027391796	0.045757491
	"Probe_QC_5percfilter, All Targets"	Gm21885	0.134940415	0.34453215	0.35	0.462770246	0.455931956
	"Probe_QC_5percfilter, All Targets"	Ergic3	-0.047858309	0.800915769	0.68	0.096413155	0.167491087
	"Probe_QC_5percfilter, All Targets"	Metap1	0.141481337	0.840149179	0.85	0.075643593	0.070581074
	"Probe_QC_5percfilter, All Targets"	Nop58	0.045116517	0.699666087	0.69	0.155109176	0.161150909
	"Probe_QC_5percfilter, All Targets"	Cdsn	0.110990223	0.483037227	0.33	0.316019397	0.48148606
	"Probe_QC_5percfilter, All Targets"	Acvr1c	0.009062697	0.888508888	0.96	0.051338223	0.017728767
	"Probe_QC_5percfilter, All Targets"	Ints11	-0.249262556	0.226938516	0.21	0.64409179	0.677780705
	"Probe_QC_5percfilter, All Targets"	Hk3	0.065784111	0.517314221	0.46	0.286245583	0.337242168
	"Probe_QC_5percfilter, All Targets"	Tacr1	0.215946151	0.389755933	0.2	0.409207265	0.698970004
	"Probe_QC_5percfilter, All Targets"	Pan3	0.118723656	0.512854263	0.58	0.29000603	0.236572006
	"Probe_QC_5percfilter, All Targets"	Cyp7b1	-0.002311742	0.9267421	0.77	0.033041107	0.113509275
	"Probe_QC_5percfilter, All Targets"	Rasl10b	-0.148163265	0.49610366	0.37	0.304427569	0.431798276
	"Probe_QC_5percfilter, All Targets"	Npc1	-0.064002907	0.777594207	0.63	0.109246983	0.200659451
	"Probe_QC_5percfilter, All Targets"	Klhdc4	0.361357369	0.212034478	0.23	0.673593514	0.638272164
	"Probe_QC_5percfilter, All Targets"	Lrif1	-0.113475112	0.486297036	0.39	0.313098377	0.408935393
	"Probe_QC_5percfilter, All Targets"	Arpp21	-0.012344804	0.998462369	0.88	0.000668299	0.055517328
	"Probe_QC_5percfilter, All Targets"	Slc25a15	-0.176893378	0.113314741	0.15	0.94571359	0.823908741
	"Probe_QC_5percfilter, All Targets"	Mcu	-0.073510635	0.743347047	0.67	0.12880838	0.173925197
	"Probe_QC_5percfilter, All Targets"	Atp1b1	0.323120016	0.084164967	0	1.074868644	
	"Probe_QC_5percfilter, All Targets"	Cygb	-0.083473931	0.827800536	0.68	0.082074297	0.167491087
	"Probe_QC_5percfilter, All Targets"	Btnl9	-0.17537723	0.502458797	0.54	0.298899545	0.26760624
	"Probe_QC_5percfilter, All Targets"	Glmp	0.318582078	0.158053126	0	0.80119691	
	"Probe_QC_5percfilter, All Targets"	Vmn1r204	0.18654475	0.758635526	0.45	0.119966823	0.346787486
	"Probe_QC_5percfilter, All Targets"	Cacnb1	-0.082246634	0.541670424	0.54	0.266264877	0.26760624
	"Probe_QC_5percfilter, All Targets"	Crct1	0.153729845	0.190236627	0.22	0.720705862	0.657577319
	"Probe_QC_5percfilter, All Targets"	Arhgap42	0.231909401	0.314353688	0.26	0.50258144	0.585026652
	"Probe_QC_5percfilter, All Targets"	Slc30a8	0.301930112	0.100046818	0	0.999796718	
	"Probe_QC_5percfilter, All Targets"	Ptn	0.394564148	0.180590751	0.09	0.743304495	1.045757491
	"Probe_QC_5percfilter, All Targets"	Zfp212	0.513893704	0.041152865	0	1.385599922	
	"Probe_QC_5percfilter, All Targets"	Smad7	-0.159155371	0.491303056	0.33	0.308650535	0.48148606
	"Probe_QC_5percfilter, All Targets"	H2-Q6	-0.116587733	0.862593809	0.86	0.064193663	0.065501549
	"Probe_QC_5percfilter, All Targets"	Svbp	0.266128885	0.130632609	0.1	0.883948398	1
	"Probe_QC_5percfilter, All Targets"	Masp2	0.1582296	0.53837925	0.37	0.268911687	0.431798276
	"Probe_QC_5percfilter, All Targets"	Spidr	0.010276824	0.921022784	0.92	0.035729626	0.036212173
	"Probe_QC_5percfilter, All Targets"	Rfx6	-0.025267793	0.857836733	0.77	0.066595361	0.113509275
	"Probe_QC_5percfilter, All Targets"	Rb1cc1	0.552192857	0.180206837	0	0.744228737	
	"Probe_QC_5percfilter, All Targets"	Dpep1	-0.119065771	0.679591324	0.55	0.167752174	0.259637311
	"Probe_QC_5percfilter, All Targets"	Apba1	-0.009484753	0.940610975	0.9	0.026589958	0.045757491
	"Probe_QC_5percfilter, All Targets"	Eme1	-0.191895392	0.397317784	0.3	0.400861995	0.522878745
	"Probe_QC_5percfilter, All Targets"	Csl	-0.204003738	0.305248166	0.24	0.515346936	0.619788758
	"Probe_QC_5percfilter, All Targets"	Zfp280b	0.079473391	0.834055518	0.84	0.07880504	0.075720714
	"Probe_QC_5percfilter, All Targets"	Kctd17	-0.039668807	0.822880833	0.83	0.084663053	0.080921908
	"Probe_QC_5percfilter, All Targets"	4933421I07Rik	-0.160263753	0.513764829	0.5	0.289235629	0.301029996
	"Probe_QC_5percfilter, All Targets"	Sar1a	0.162146759	0.664969598	0.58	0.17719821	0.236572006
	"Probe_QC_5percfilter, All Targets"	Parp6	-0.346410941	0.117549638	0.09	0.929778705	1.045757491
	"Probe_QC_5percfilter, All Targets"	Gss	-0.059533973	0.959757057	0.83	0.017838686	0.080921908
	"Probe_QC_5percfilter, All Targets"	Aprt	0.045374095	0.763850909	0.76	0.1169914	0.119186408
	"Probe_QC_5percfilter, All Targets"	Arntl	0.248781125	0.327628241	0.27	0.48461867	0.568636236
	"Probe_QC_5percfilter, All Targets"	Olfr186	-0.219279881	0.392354629	0.33	0.40632122	0.48148606
	"Probe_QC_5percfilter, All Targets"	Pmp22	0.128065574	0.97834989	0.88	0.0095058	0.055517328
	"Probe_QC_5percfilter, All Targets"	Mllt11	0.48621492	0.078709412	0	1.10397333	
	"Probe_QC_5percfilter, All Targets"	Atp5a1	0.270270766	0.14249955	0.12	0.846186506	0.920818754
	"Probe_QC_5percfilter, All Targets"	Olfr16	0.238916874	0.173170832	0.19	0.761525256	0.721246399
	"Probe_QC_5percfilter, All Targets"	Nadsyn1	-0.160219551	0.121278654	0.15	0.916215633	0.823908741
	"Probe_QC_5percfilter, All Targets"	Cav3	-0.261323088	0.293164771	0.22	0.532888219	0.657577319
	"Probe_QC_5percfilter, All Targets"	Scfd2	0.184621741	0.272176665	0.22	0.565149112	0.657577319
	"Probe_QC_5percfilter, All Targets"	Lin37	-0.032354987	0.880599212	0.9	0.055221707	0.045757491
	"Probe_QC_5percfilter, All Targets"	Ilk	-0.083745536	0.62054545	0.57	0.207226405	0.244125144
	"Probe_QC_5percfilter, All Targets"	Rrm2b	-0.012086275	0.902174732	0.79	0.044709341	0.102372909
	"Probe_QC_5percfilter, All Targets"	Tbrg1	0.019700177	0.942130608	0.82	0.025888887	0.086186148
	"Probe_QC_5percfilter, All Targets"	Cgref1	-0.111606926	0.571082016	0.38	0.243301516	0.420216403
	"Probe_QC_5percfilter, All Targets"	Ecd	-0.102739298	0.658501807	0.8	0.181443029	0.096910013
	"Probe_QC_5percfilter, All Targets"	Polg2	0.092660328	0.627383521	0.37	0.202466893	0.431798276
	"Probe_QC_5percfilter, All Targets"	Sec11c	0.305828085	0.025383976	0	1.595440354	
	"Probe_QC_5percfilter, All Targets"	Tubg1	0.000752732	0.9969965	0.92	0.001306366	0.036212173
	"Probe_QC_5percfilter, All Targets"	Aldh1a1	-0.314323602	0.361628073	0.23	0.441737862	0.638272164
	"Probe_QC_5percfilter, All Targets"	Mbl1	-0.042367102	0.942725192	0.89	0.025614887	0.050609993
	"Probe_QC_5percfilter, All Targets"	Olfr424	0.298613087	0.439629912	0.41	0.356912766	0.387216143
	"Probe_QC_5percfilter, All Targets"	Cenpc1	-0.241838633	0.130741651	0.09	0.883586035	1.045757491
	"Probe_QC_5percfilter, All Targets"	Prss50	-0.120759994	0.579470782	0.47	0.236968457	0.327902142
	"Probe_QC_5percfilter, All Targets"	Mgat4f	0.415603209	0.345321757	0.33	0.461776058	0.48148606
	"Probe_QC_5percfilter, All Targets"	Hepacam	0.385408104	0.277571917	0.05	0.556624475	1.301029996
	"Probe_QC_5percfilter, All Targets"	Cldnd1	0.223674515	0.127055211	0.07	0.896007519	1.15490196
	"Probe_QC_5percfilter, All Targets"	Rbm48	-0.492218907	0.088391152	0	1.053591206	
	"Probe_QC_5percfilter, All Targets"	Letm2	0.048190436	0.742294289	0.65	0.129423881	0.187086643
	"Probe_QC_5percfilter, All Targets"	Slc38a11	0.185392705	0.63952984	0.68	0.194139187	0.167491087
	"Probe_QC_5percfilter, All Targets"	Nlrp5	0.430572137	0.08087907	0	1.092163854	
	"Probe_QC_5percfilter, All Targets"	Olfr594	0.214510977	0.284963374	0.25	0.545210955	0.602059991
	"Probe_QC_5percfilter, All Targets"	Cnksr3	0.021643203	0.840444579	0.88	0.07549092	0.055517328
	"Probe_QC_5percfilter, All Targets"	Arrb1	0.079318289	0.630704322	0.56	0.200174193	0.251811973
	"Probe_QC_5percfilter, All Targets"	Ampd1	0.001984646	0.913442094	0.89	0.039318979	0.050609993
	"Probe_QC_5percfilter, All Targets"	Rpl12	0.076122001	0.624732085	0.77	0.204306189	0.113509275
	"Probe_QC_5percfilter, All Targets"	Bbln	0.21264715	0.208564487	0.07	0.680759638	1.15490196
	"Probe_QC_5percfilter, All Targets"	Krt13	-0.110108093	0.559104198	0.43	0.252507247	0.366531544
	"Probe_QC_5percfilter, All Targets"	Srgap1	-0.241391203	0.346665082	0.25	0.460089901	0.602059991
	"Probe_QC_5percfilter, All Targets"	Wasl	-0.109392759	0.222347321	0.26	0.652968099	0.585026652
	"Probe_QC_5percfilter, All Targets"	Cldn34b1	0.44210753	0.294673538	0.22	0.530658862	0.657577319
	"Probe_QC_5percfilter, All Targets"	Olfr1350	0.34587539	0.331982848	0.25	0.478884353	0.602059991
	"Probe_QC_5percfilter, All Targets"	N6amt1	-0.425442183	0.172164106	0	0.764057388	
	"Probe_QC_5percfilter, All Targets"	Qsox2	-0.040917597	0.968778547	0.91	0.013775487	0.040958608
	"Probe_QC_5percfilter, All Targets"	Cdkn2c	-0.12170373	0.693141827	0.68	0.159177893	0.167491087
	"Probe_QC_5percfilter, All Targets"	Samd11	-0.000946518	0.991118302	0.9	0.003874504	0.045757491
	"Probe_QC_5percfilter, All Targets"	L3mbtl3	-0.056593176	0.799707571	0.78	0.097068793	0.107905397
	"Probe_QC_5percfilter, All Targets"	Mmp21	0.050277904	0.738705374	0.72	0.131528742	0.142667504
	"Probe_QC_5percfilter, All Targets"	Kcnj14	0.210656734	0.395562921	0.36	0.402784425	0.443697499
	"Probe_QC_5percfilter, All Targets"	Zfp688	0.258954989	0.417032115	0.24	0.3798305	0.619788758
	"Probe_QC_5percfilter, All Targets"	Scnn1g	-0.150859063	0.414731032	0.35	0.382233467	0.455931956
	"Probe_QC_5percfilter, All Targets"	Lpcat2	0.126188166	0.48210524	0.33	0.316858148	0.48148606
	"Probe_QC_5percfilter, All Targets"	Gm35410	-0.263403122	0.110998589	0.09	0.95468254	1.045757491
	"Probe_QC_5percfilter, All Targets"	A630073D07Rik	0.152805935	0.453289915	0.3	0.343623944	0.522878745
	"Probe_QC_5percfilter, All Targets"	Katnb1	-0.421276195	0.144041919	0.09	0.841511101	1.045757491
	"Probe_QC_5percfilter, All Targets"	1700037C18Rik	-0.13399878	0.064822804	0	1.18827219	
	"Probe_QC_5percfilter, All Targets"	Sltm	-0.200363309	0.414346416	0.23	0.382636414	0.638272164
	"Probe_QC_5percfilter, All Targets"	Sys1	-0.01761473	0.868411658	0.85	0.061274355	0.070581074
	"Probe_QC_5percfilter, All Targets"	Olfr433	-0.131020011	0.503025148	0.37	0.298410302	0.431798276
	"Probe_QC_5percfilter, All Targets"	Adap2	0.10559309	0.745599609	0.7	0.127494329	0.15490196
	"Probe_QC_5percfilter, All Targets"	Tasor2	-0.095404309	0.466429614	0.15	0.331213884	0.823908741
	"Probe_QC_5percfilter, All Targets"	Gm20783	-0.033018037	0.820441186	0.82	0.085952546	0.086186148
	"Probe_QC_5percfilter, All Targets"	Bzw2	0.195071731	0.437254618	0.25	0.359265595	0.602059991
	"Probe_QC_5percfilter, All Targets"	Gas7	-0.15093023	0.577650759	0.47	0.238334652	0.327902142
	"Probe_QC_5percfilter, All Targets"	Nbas	-0.058131027	0.750672018	0.65	0.124549773	0.187086643
	"Probe_QC_5percfilter, All Targets"	Kdf1	-0.259859165	0.52718616	0.54	0.278036	0.26760624
	"Probe_QC_5percfilter, All Targets"	Tex10	0.221333499	0.436297805	0.37	0.360216972	0.431798276
	"Probe_QC_5percfilter, All Targets"	Nudt8	0.346663903	0.231625879	0.33	0.635212919	0.48148606
	"Probe_QC_5percfilter, All Targets"	Tmod1	-0.167397271	0.501933396	0.52	0.299353907	0.283996656
	"Probe_QC_5percfilter, All Targets"	Cyp4a14	-0.284688463	0.400548797	0.39	0.397344569	0.408935393
	"Probe_QC_5percfilter, All Targets"	Olfr992	-0.191693702	0.566963786	0.9	0.24644468	0.045757491
	"Probe_QC_5percfilter, All Targets"	Faim2	0.071359097	0.668453526	0.75	0.174928781	0.124938737
	"Probe_QC_5percfilter, All Targets"	F8a	0.079554533	0.729506107	0.73	0.136971068	0.13667714
	"Probe_QC_5percfilter, All Targets"	Pla2g4c	0.166358644	0.535787211	0.46	0.271007657	0.337242168
	"Probe_QC_5percfilter, All Targets"	Bms1	0.356059717	0.422591426	0.4	0.374079319	0.397940009
	"Probe_QC_5percfilter, All Targets"	Trim24	0.291583705	0.2521632	0.08	0.598318293	1.096910013
	"Probe_QC_5percfilter, All Targets"	Soat1	0.320761614	0.035616401	0	1.44834997	
	"Probe_QC_5percfilter, All Targets"	Slc22a17	-0.232066356	0.329502673	0.06	0.482141058	1.22184875
	"Probe_QC_5percfilter, All Targets"	Adss	0.254408129	0.10077369	0	0.99665284	
	"Probe_QC_5percfilter, All Targets"	Gm7347	0.026941466	0.868172366	0.56	0.061394042	0.251811973
	"Probe_QC_5percfilter, All Targets"	Epcam	0.460576539	0.15585102	0.03	0.807290351	1.522878745
	"Probe_QC_5percfilter, All Targets"	Adal	-0.140576459	0.434553014	0.57	0.361957233	0.244125144
	"Probe_QC_5percfilter, All Targets"	Aplf	0.137175351	0.254862833	0.19	0.593693493	0.721246399
	"Probe_QC_5percfilter, All Targets"	Frmpd3	0.048132548	0.871537276	0.75	0.059714033	0.124938737
	"Probe_QC_5percfilter, All Targets"	Egr4	0.160485398	0.70040407	0.52	0.154651339	0.283996656
	"Probe_QC_5percfilter, All Targets"	Nr3c2	0.002318252	0.927586105	0.88	0.032645766	0.055517328
	"Probe_QC_5percfilter, All Targets"	Lcp1	-0.359866629	0.317819971	0.21	0.497818816	0.677780705
	"Probe_QC_5percfilter, All Targets"	Cyp26b1	0.123753617	0.776985898	0.61	0.109586864	0.214670165
	"Probe_QC_5percfilter, All Targets"	Slc25a27	0.078829648	0.786184299	0.83	0.104475634	0.080921908
	"Probe_QC_5percfilter, All Targets"	Slc22a22	0.127285756	0.606178334	0.78	0.217399591	0.107905397
	"Probe_QC_5percfilter, All Targets"	Ccdc166	0.255102031	0.536353406	0.54	0.270548957	0.26760624
	"Probe_QC_5percfilter, All Targets"	Ppp2ca	-0.028845555	0.95624793	0.86	0.019429492	0.065501549
	"Probe_QC_5percfilter, All Targets"	Myo18b	0.244621237	0.263915062	0.19	0.578535824	0.721246399
	"Probe_QC_5percfilter, All Targets"	Dgat2	0.276858189	0.275050799	0.23	0.560587089	0.638272164
	"Probe_QC_5percfilter, All Targets"	Cenph	0.408767198	0.228782291	0.23	0.640577595	0.638272164
	"Probe_QC_5percfilter, All Targets"	Drap1	0.294741435	0.259926643	0.21	0.585149202	0.677780705
	"Probe_QC_5percfilter, All Targets"	Cpb2	-0.24758126	0.473340234	0.56	0.324826579	0.251811973
	"Probe_QC_5percfilter, All Targets"	Rrs1	0.059706922	0.573178241	0.42	0.241710304	0.37675071
	"Probe_QC_5percfilter, All Targets"	Spint2	0.0767857	0.496584088	0.49	0.304007201	0.30980392
	"Probe_QC_5percfilter, All Targets"	Slc25a53	-0.152423497	0.625398375	0.88	0.203843251	0.055517328
	"Probe_QC_5percfilter, All Targets"	S100a1	0.24247434	0.392710908	0.33	0.405927035	0.48148606
	"Probe_QC_5percfilter, All Targets"	Cpa3	-0.296266412	0.199388006	0	0.700300969	
	"Probe_QC_5percfilter, All Targets"	Olfr521	0.154378304	0.53030747	0.29	0.275472256	0.537602002
	"Probe_QC_5percfilter, All Targets"	Sgk3	0.458628545	0.145168167	0.12	0.838128606	0.920818754
	"Probe_QC_5percfilter, All Targets"	Prm3	0.066340271	0.798311375	0.85	0.097827682	0.070581074
	"Probe_QC_5percfilter, All Targets"	Mrps21	0.142376193	0.529958538	0.43	0.275758107	0.366531544
	"Probe_QC_5percfilter, All Targets"	Smim10l1	0.081073983	0.784844467	0.64	0.105216399	0.193820026
	"Probe_QC_5percfilter, All Targets"	Dok1	-0.302193004	0.543451082	0.72	0.264839542	0.142667504
	"Probe_QC_5percfilter, All Targets"	Smc5	-0.073734034	0.687103815	0.58	0.16297764	0.236572006
	"Probe_QC_5percfilter, All Targets"	Prkab1	0.20379529	0.606052874	0.38	0.217489485	0.420216403
	"Probe_QC_5percfilter, All Targets"	Ube2v2	0.090818724	0.856539654	0.78	0.067252526	0.107905397
	"Probe_QC_5percfilter, All Targets"	Gm46139	0.086926748	0.579551838	0.4	0.236907713	0.397940009
	"Probe_QC_5percfilter, All Targets"	Hs3st1	-0.359231328	0.241180536	0.17	0.617657744	0.769551079
	"Probe_QC_5percfilter, All Targets"	Pparg	0.272066147	0.040344753	0.03	1.394212942	1.522878745
	"Probe_QC_5percfilter, All Targets"	Slf1	0.164478447	0.762520171	0.73	0.117748663	0.13667714
	"Probe_QC_5percfilter, All Targets"	Papln	-0.482125283	0.045772522	0	1.339395155	
	"Probe_QC_5percfilter, All Targets"	Mc1r	0.311384981	0.050391431	0	1.297643308	
	"Probe_QC_5percfilter, All Targets"	Cldn34b4	0.335106707	0.246441211	0.07	0.608286666	1.15490196
	"Probe_QC_5percfilter, All Targets"	Clvs1	-0.000954484	0.917521142	0.84	0.03738392	0.075720714
	"Probe_QC_5percfilter, All Targets"	Cenpo	0.240171697	0.141066772	0	0.850575273	
	"Probe_QC_5percfilter, All Targets"	Cops7a	-0.147739098	0.54055735	0.59	0.267158223	0.229147988
	"Probe_QC_5percfilter, All Targets"	Tfdp1	-0.160337001	0.479620679	0.74	0.319102101	0.13076828
	"Probe_QC_5percfilter, All Targets"	Trappc13	0.217875133	0.228377403	0.15	0.64134687	0.823908741
	"Probe_QC_5percfilter, All Targets"	Cntln	-0.477774519	0.146003667	0.1	0.835636236	1
	"Probe_QC_5percfilter, All Targets"	Prss53	0.105786135	0.641238216	0.58	0.192980603	0.236572006
	"Probe_QC_5percfilter, All Targets"	Mgst1	-0.136419087	0.580938168	0.6	0.235870089	0.22184875
	"Probe_QC_5percfilter, All Targets"	Pyurf	0.165130424	0.565494685	0.31	0.247571472	0.508638306
	"Probe_QC_5percfilter, All Targets"	Dnajb7	0.169762561	0.465454189	0.59	0.332123056	0.229147988
	"Probe_QC_5percfilter, All Targets"	Sqstm1	0.371557065	0.110253442	0	0.957607844	
	"Probe_QC_5percfilter, All Targets"	Ccdc14	0.025431643	0.918215713	0.92	0.03705528	0.036212173
	"Probe_QC_5percfilter, All Targets"	H4c14	-0.035529159	0.768787388	0.86	0.11419375	0.065501549
	"Probe_QC_5percfilter, All Targets"	Acsl6	-0.054952782	0.655602192	0.57	0.183359603	0.244125144
	"Probe_QC_5percfilter, All Targets"	Hacd3	-0.005606527	0.981110788	0.89	0.008281949	0.050609993
	"Probe_QC_5percfilter, All Targets"	Olfr1111	-0.12081147	0.602218202	0.69	0.220246122	0.161150909
	"Probe_QC_5percfilter, All Targets"	Mroh4	0.392991624	0.226081499	0.2	0.645734976	0.698970004
	"Probe_QC_5percfilter, All Targets"	Trim41	0.111542582	0.742638099	0.51	0.129222774	0.292429824
	"Probe_QC_5percfilter, All Targets"	Ccnd1	-0.01798794	0.924473237	0.73	0.034105657	0.13667714
	"Probe_QC_5percfilter, All Targets"	Galnt13	0.10167747	0.344653793	0.19	0.462616937	0.721246399
	"Probe_QC_5percfilter, All Targets"	Mapk15	-0.13986433	0.537845854	0.48	0.269342175	0.318758763
	"Probe_QC_5percfilter, All Targets"	Efr3a	0.366579908	0.276029538	0.26	0.559044441	0.585026652
	"Probe_QC_5percfilter, All Targets"	Olfr1284	-0.218402118	0.143138359	0	0.844243966	
	"Probe_QC_5percfilter, All Targets"	Aplp1	0.158195096	0.461406759	0.25	0.335916048	0.602059991
	"Probe_QC_5percfilter, All Targets"	Mrfap1	-0.078114262	0.386246939	0.43	0.41313495	0.366531544
	"Probe_QC_5percfilter, All Targets"	Cntn6	-0.045253922	0.975391494	0.88	0.010821036	0.055517328
	"Probe_QC_5percfilter, All Targets"	Hnrnpc	-0.141985753	0.315770108	0.25	0.500628985	0.602059991
	"Probe_QC_5percfilter, All Targets"	Focad	0.490099713	0.040169565	0	1.396102873	
	"Probe_QC_5percfilter, All Targets"	Zdhhc22	-0.093464243	0.667467779	0.6	0.175569695	0.22184875
	"Probe_QC_5percfilter, All Targets"	Nin	-0.185355151	0.429225705	0.41	0.367314277	0.387216143
	"Probe_QC_5percfilter, All Targets"	Tssc4	0.33711619	0.108484311	0.15	0.964633066	0.823908741
	"Probe_QC_5percfilter, All Targets"	4921517D22Rik	-0.086441596	0.796074645	0.71	0.099046208	0.148741651
	"Probe_QC_5percfilter, All Targets"	Gm20517	0.239779735	0.238727465	0.21	0.622097613	0.677780705
	"Probe_QC_5percfilter, All Targets"	Abca8b	-0.081343123	0.566147653	0.69	0.247070289	0.161150909
	"Probe_QC_5percfilter, All Targets"	B3gnt5	0.485980268	0.048943183	0	1.310307787	
	"Probe_QC_5percfilter, All Targets"	C1ra	-0.385903403	0.337688353	0.31	0.471483918	0.508638306
	"Probe_QC_5percfilter, All Targets"	Chst15	0.106009335	0.690330896	0.55	0.160942689	0.259637311
	"Probe_QC_5percfilter, All Targets"	Mtmr12	0.261108344	0.314916931	0.28	0.50180399	0.552841969
	"Probe_QC_5percfilter, All Targets"	Noc3l	-0.217423625	0.360804618	0.31	0.442727912	0.508638306
	"Probe_QC_5percfilter, All Targets"	Olfr1297	0.119539933	0.920292078	0.77	0.036074316	0.113509275
	"Probe_QC_5percfilter, All Targets"	Slc7a6	0.136225272	0.430720867	0.34	0.365804088	0.468521083
	"Probe_QC_5percfilter, All Targets"	Hras	0.028269925	0.86251921	0.74	0.064231224	0.13076828
	"Probe_QC_5percfilter, All Targets"	Olfr692	-0.045889647	0.646941893	0.57	0.189134725	0.244125144
	"Probe_QC_5percfilter, All Targets"	Nsg1	0.825092291	0.032807909	0	1.48402145	
	"Probe_QC_5percfilter, All Targets"	Cstf3	0.230921451	0.458878881	0.2	0.33830193	0.698970004
	"Probe_QC_5percfilter, All Targets"	Clec5a	-0.04796018	0.743226262	0.46	0.128878953	0.337242168
	"Probe_QC_5percfilter, All Targets"	Ddx49	-0.30735092	0.148611878	0	0.827946478	
	"Probe_QC_5percfilter, All Targets"	Slc50a1	-0.06981894	0.668974602	0.49	0.17459037	0.30980392
	"Probe_QC_5percfilter, All Targets"	Cdc42bpa	-0.21439008	0.321862711	0.12	0.492329336	0.920818754
