,log2FC_spectral
GOLGA7,4.247927513443585
S4A7,-2.584962500721156
RBM4B,-0.3561438102252753
PACS2,1.584962500721156
TIPRL,-0.7842713089445628
TBC1D15,-1.725825036561006
SLC1A1,1.0
LIMCH1,-6.066089190457772
A0A3B3IS11,-0.5882081602248103
UBE2D2,-0.6691755046242415
SNX2,-0.8462905846045471
CTTNBP2,-0.84799690655495
COL6A1,0.48542682717024166
ALMS1,-1.5849625007211563
SREK1,0.3479233034203068
POLR2A,-0.4553695933140619
GNB4,-0.6510674660097578
A0A1B0GU92,-0.5193741590935794
MYO1A,1.584962500721156
SCYL2,0.45943161863729726
HAGH,-0.8614801359185721
SEMA3C,-1.268488835925902
MRPL16,2.321928094887362
MYDGF,-0.3966589699639893
GPC6,0.09310940439148145
TF,-0.6156592979440726
RPL7A,-0.9724609764017185
PIH1D1,2.321928094887362
GNA14,-0.6455692654253082
VPS28,-1.9259994185562233
TTI1,2.0
SETSIP,-0.08880926695785589
TM9SF4,-0.8780094756213898
RDX,-1.0176658742955693
SMYD3,-4.643856189774724
NIBAN2,-0.5405683813627028
SRSF12,-0.26918663281538907
SIRT2,-0.5351589448005423
ATP1B3,-0.41119543298444966
RCOR1,-1.0
METAP1,-0.6780719051126377
KHDRBS2,-0.5331235692015381
MVD,-0.8863432182044327
SLIK3,2.0
EEF1B2,-0.21150410519371174
ELP2,2.807354922057604
A0A6Q8PH06,-0.903138460747411
SMARCD1,-1.0809199953835675
CRK,0.0
AP1B1,-0.1719526827892949
DNM1P46,-3.700439718141092
BOLA2B,-1.4268146670551973
SPRN,1.0
A0A087WUJ7,0.0
RANBP6,-0.06012099243757091
HNRNPA1,-0.5119039860537739
TP53I11,-0.5693656456701377
ACYP1,2.321928094887362
CAMKV,1.6389013078319599
SLC25A33,-0.5849625007211563
DOCK7,-0.7072182507721541
A0A494C1P8,-0.3219280948873623
RBM28,-1.5849625007211563
GPM6B,3.321928094887362
RAB39A,-0.4150374992788438
MIOS,2.584962500721156
CDH2,0.6172802209938846
HNRNPUL2,-0.6031327036356744
ATP6AP2,-0.09310940439148147
CYFIP1,-0.731064992726522
WBP11,-1.2630344058337937
F120B,3.321928094887362
NENF,-1.0
FABP7,-0.45685767497347096
EIF1,-0.4594316186372972
ALAD,-1.5025003405291832
GPAA1,-0.20574866521657628
PEBP1,-0.6275543774456243
RIOX1,-0.3785116232537297
NUCB1,-0.8721070859802057
SEC62,-1.5474877953024933
UHRF2,1.584962500721156
A0A994J514,-0.619255678275034
NUP160,0.40525647848625845
RPE,-1.125530882083859
PPP2R2A,-1.0306967972229164
NUCKS1,-0.08746284125033943
HSPA7,-0.6005931524349204
LRPAP1,0.48542682717024166
TP53RK,-1.3219280948873622
HSP90AB3P,-0.7337737896764965
RAB5A,-0.8255595174351948
PARP1,-0.6515935435139286
LMAN1,-0.6629650127224294
POLR2H,0.289506617194985
INA,-0.7520724865564145
DIRAS1,-0.3219280948873623
DCP1A,-0.7369655941662062
CRABP1,-1.2203704237512363
PRMT1,-0.06608919045777246
A0A0J9YYC4,-1.4947646917495778
ARMC8,0.5849625007211562
PPP2R1B,-1.056955884812076
DNM1,-0.8545814017168245
BTN2A1,-3.4594316186372973
LRBA,0.5953791166664946
CNDP2,-1.1998984619537165
NDUFB6,2.321928094887362
DCTN1,-0.34547793510014607
MSH3,2.321928094887362
STAMBP,-1.4871872850346792
HSPA1A,-0.715577540116588
LONP1,-1.0798533076892147
ECPAS,-0.560087832082127
LMO7,-6.044394119358453
RPS4X,-0.758991900496205
ELP3,-0.7004397181410921
HSD17B7,0.0
IMPDH,-0.4685530086058456
PTBP1,-0.2496478522188835
ERP44,-0.5800217594508857
PTGR2,0.10691520391651188
KIF1B,-0.9411063109464314
FAM120A,-0.36257007938470825
F5H375,-1.0
CDC73,-1.5474877953024933
CDK6,-5.643856189774724
SBF1,-0.9116339878508857
LAMTOR5,0.1650592462704962
GNB2,-0.7134130677987183
EEF1A1P5,-1.009056495785019
MARCKS,-0.6468902498643582
GOT1,-1.0147465853691864
DNER,-0.4854268271702417
RPS27L,-0.7040151723649195
MYH10,-0.7355990820669861
SORBS2,-0.6844981742720706
NECAP1,0.12199052437861026
A0A087WZ62,-0.25153876699596445
BRSK1,-0.5260688116675877
AHCYL2,-0.7729310914540789
CELF5,3.807354922057604
PPIH,-0.4999263968653567
CA2,-0.22239242133644802
TUBG2,-0.46948528330122025
TRAF3IP1,-2.321928094887362
CTBP1,-0.803734606378907
NRP2,2.807354922057604
HSPA13,-1.4043902550793352
H7C1D9,-1.0
GATM,-0.6483878808627898
POLR1A,2.321928094887362
NTRK2,-0.4020984435713456
ANAPC4,-0.8930847960834881
ILF3,-0.3130551438380735
RAP1B,-0.3928075518953782
LZTFL1,-1.0588936890535685
CHN1,-6.0
NOVA2,-0.7945054997905925
M0QZR4,2.584962500721156
EPDR1,-0.84799690655495
RAB12,-0.2895066171949848
GARS1,-1.2282136600651685
FGD2,-2.584962500721156
DPH5,-0.3219280948873623
TNPO3,0.057715497856287434
ISCU,-1.222392421336448
AAK1,-1.1219905243786104
WDR45B,-1.5849625007211563
CORO6,-0.6780719051126377
RGS7,-0.31647366479525435
LARP4B,-1.6520766965796931
C6,-0.15200309344504995
MRFAP1,-1.0
CCDC47,0.0
MOB4,-1.125530882083859
DCAF7,-1.1423529234113305
VPS11,0.38702312310924725
CARMIL3,2.321928094887362
JARD2,1.584962500721156
KRT8,-0.7964666059148678
FEN1,-0.09621531525930317
RAF1,-0.44651573075201184
PPAT,-0.7809902180582042
OSBPL6,1.584962500721156
MED17,2.584962500721156
GDPD1,-0.3719687773869579
CEP170P1,-1.15754127698648
SNCA,0.32192809488736235
TOM1,-0.3798480708165438
MRPS18B,1.222392421336448
RAB11B,-0.3713670276218672
NKIRAS2,-1.15200309344505
DLK1,-3.0
DDX27,-0.24511249783653147
LIN28B,-1.5193741590935794
CYB5A,-0.1604646721932461
MROH1,3.700439718141092
CAPZA1,-0.6498136450711243
TTC17,2.321928094887362
KMT2D,3.807354922057604
CEBPZ,0.0
TPD52L2,-0.685891409571937
REEP2,1.584962500721156
PDLIM5,-0.881355503501381
GNPAT,-0.983511877211431
ACTB,-0.7267742821534632
TAGLN2,-1.3885652879176529
CALML3,-0.2937312030567103
CD276,0.3103401206121505
NDUFV1,0.07753660047102025
KIF5B,-0.7957093850388628
SEC61A2,6.189824558880018
AP3S1,-1.15200309344505
SEC24D,-4.392317422778761
WDR36,-0.8231222379159209
C17,2.321928094887362
B7Z6U4,2.0
INTS1,2.321928094887362
FAHD2B,-1.222392421336448
NUP133,-0.5090136474878575
A0A087WYX9,2.321928094887362
RGS6,0.49749965947081687
POLR2C,-0.7062687969432897
AAR2,0.0
UNC13B,3.584962500721156
MOB1B,-1.7004397181410922
POU2F1,-2.321928094887362
KDM5C,3.807354922057604
PDCL,-0.9259994185562233
NLK,-0.6966078565500653
A0A494C1T6,-0.10962449117449813
EML2,-2.3404244385047517
ACTN3,-0.2552570552420746
UCHL3,-2.050626073069968
SPTAN1,-0.437395228079269
ATP1B1,-0.7540207583459362
LANCL2,-0.34792330342030686
A0A2R8YDZ2,-1.5849625007211563
TMEM209,1.0
RNF31,-2.0
HSPE1,-0.8152779966296072
GOSR2,0.5650629432834512
PKP4,-0.5849625007211563
WTAP,-1.0
SUN1,-0.7917580670065857
SON,-0.7185870648513517
PSMB5,-1.0696341878370523
ARFGAP1,0.2801079191927352
PAPOLA,-4.906890595608519
MAPRE3,-0.7013416844354848
FSD1,-0.9092345360768178
RTN1,-0.38702312310924736
SPHK2,-0.20645087746742632
VMP1,0.0
ARPC5L,0.20645087746742624
TOP2B,-0.4152598457447056
ATP2A2,-0.7101579893266038
H2AC4,-0.720050123754335
XRCC1,-0.5644983981614405
NBAS,-0.8237493603082727
GFM1,-0.3219280948873623
NAE1,-1.153246260295682
ITPK1,3.321928094887362
SF3A2,-0.27130202181739427
EIF4E,-0.4613311515527787
RPL27A,-0.748020782675202
ZNG1B,-4.0
API5,-0.5760293759511483
CAP1,-0.7959983314624625
TSFM,1.0
TLN1,-1.3014639923276468
BCAP31,-1.3625700793847082
ACBD3,-0.5090136474878575
YTHDF2,-2.584962500721156
USP11,-0.9775159858486209
RBMXL1,-0.4746804457062456
A0AAG2SUK6,0.0
TLE4,-1.3785116232537298
MTMR9,-1.1154772174199359
CYCS,-0.42269107182227905
WDR26,-1.5514099410101296
PITPNC1,-0.84799690655495
ACOT13,-0.8155754288625724
HNRNPCL3,-0.43695227570728445
TBCD,-0.7160212593399541
DLGAP4,-1.3645724322958561
COA7,-2.807354922057604
CNOT9,1.0
ASPSCR1,-0.5360529002402097
RPL6,-0.5525410230287788
PI4K2A,-1.0
DUT,0.07800251200127316
KRT1,-0.967333811079678
MAGOH,-0.6141088463806726
GALK2,-4.087462841250339
GET3,-0.6543558361388301
PTTG1IP,-0.4020984435713456
J3QQY7,1.0
IGF2BP3,-0.9297909977185974
MRPS30,0.41503749927884376
ATP5PO,-0.766092956871349
MADD,0.3241290030806335
MARCHF5,2.807354922057604
MRPL27,0.8073549220576041
SKIC3,-1.7475570054339216
DIS3,-0.39231742277876036
HARS2,-0.4058774999933678
U2AF1,-0.6358436697233402
FKBP1A,-1.9114633253983428
DNMT1,-5.614709844115208
RNH1,-1.0642361107282339
A0A804HKA1,-0.84799690655495
TARS2,-2.502500340529183
LIN28A,-1.6374299206152916
USP13,-0.36104985264668643
KHDRBS3,-7.2384047393250786
MCM3,2.807354922057604
TMEM238,1.0
B4DIH2,-1.4739311883324124
THNSL1,-1.4594316186372973
CCNY,-1.0
SCARB2,-0.578218671889705
CACNB4,5.426264754702098
FHI1B,2.321928094887362
WDR54,-0.13750352374993496
RAPH1,0.18442457113742758
FHL1,-1.5297795854518474
OSBPL2,-0.07753660047102036
TMCC1,4.087462841250339
NCOA5,-0.5145731728297583
BRSK2,-0.04182017569462706
CUL7,-1.3479233034203069
IQSEC1,-0.3284709407541344
KRAS,-0.5100340132145909
HDAC6,-0.7224660244710911
HSP90B2P,-0.7193715341514678
PRUNE1,-0.5454341365345187
MTX2,-0.05324202127697953
QRICH1,-0.6280312226130421
RAC3,-1.1734163999609022
HSPA8,-0.7403153627179524
POLD1,-4.954196310386875
POR,-0.7244203408470927
NFASC,-0.8009665940950565
GRTP1,1.584962500721156
NDUFA13,-0.05614307803753374
GNAZ,0.10962449117449823
DPP3,-1.0229004021100787
SH3BGRL3,-1.3785116232537298
MICOS13,-1.4560647675388987
SMC3,-0.6296315500548845
TCEAL6,-0.16992500144231243
HSPA4L,-0.8631315739818602
A0A994J4D9,-0.3219280948873623
ATP1B2,-0.25153876699596445
VPS13A,-2.807354922057604
MAPRE1,-0.9510903995190535
DTD1,-0.24616058726939766
ZNF618,-1.5849625007211563
NISCH,-1.235628248493142
SPCS2,-0.1750867065580913
NDUFV2,-0.25153876699596445
PSMC6,-0.8906933680807173
KATNAL1,2.321928094887362
AP3B2,-0.39643837251764164
RPRD2,-0.5405683813627028
THBS1,-4.0
GNG2,-0.7693091914817185
PRPF3,-0.765534746362977
RPL15,-0.17104554133622754
A0A0A0MR08,3.321928094887362
RPL22,-0.5746390574523952
PPP6R2,-0.4854268271702417
SEC61B,-0.9259994185562233
CISD2,0.3692338096657191
PMEL,-2.6189098326444937
A0A6Q8PFP0,-1.137503523749935
NES,-0.806492324100134
UTP4,-1.2895066171949847
CA127,1.584962500721156
PGM2,-0.13750352374993496
DHCR7,0.7234823648025842
PA2G4,-0.5513317228398761
ZMYND8,-2.0677446066358343
URB2,-1.3219280948873622
RPS24,-1.0682296043729613
KRT14,-0.7500217469916525
BTAF1,1.584962500721156
PRMT5,-0.5867624947673662
AAGAB,1.584962500721156
MBD3,-0.6189098326444937
SMPD4,1.444784842672896
PGLS,-0.8989783669997632
PFN1,-1.0103667155582594
VPS26A,-0.9068905956085186
OARD1,0.17687776208407918
PANK4,-1.0
PPT1,0.0
FAM50A,-3.1699250014423126
TMOD2,-1.9475325801058645
ACADM,-0.9083112703081458
SP100,-0.9593580155026542
LUC7L2,-0.3843407020559274
J3KNS1,-2.0
SYN1,-0.31103977874462624
TCEA1,-1.4055147251603373
CHD5,-0.5203904994250725
RAB34,3.321928094887362
DDB1,-0.529492202072245
BCKDK,1.584962500721156
SUMO3,0.0
ADPRS,-3.584962500721156
MRPL51,2.807354922057604
A0A0B4J2A0,-0.7500217469916525
COPS4,-0.5701147363138428
V9GY05,-0.5525410230287788
GSPT2,-0.8744691179161412
A0A6Q8PFG4,-1.4739311883324124
XPO1,-0.3905336919384234
TXNDC5,-0.8656989082884089
GLDC,-0.9055353159965075
CBL,4.392317422778761
CPSF3,-1.0614005446641432
SHMT1,-1.0
CERS6,2.321928094887362
C9,-2.321928094887362
COL18A1,-0.3736784695177864
HNRNPH2,-0.4237284595428882
THOC7,-1.0
SETD3,-1.5849625007211563
NDRG2,-2.0
CANX,-0.7470136677210544
H3BUF6,2.321928094887362
ZNF532,0.22239242133644802
SCRN1,-0.656795245482223
COPS8,-0.6384017596826166
KRT37,-4.700439718141092
PSMG2,-3.700439718141092
A0A2R8Y4N4,-0.84799690655495
CUTA,-0.9082075240805094
SCAF1,0.874469117916141
CLTC,-0.7017333250790426
RTN4,0.2834539470727266
BIN1,-0.8231222379159209
ILF2,-0.6236637226975881
RRAS2,-0.22826898767311726
RPS6KA3,-1.1085244567781691
RHBDD2,3.0
THAP11,-2.321928094887362
TPR,-0.9004643264490856
PCYOX1,0.07201124491538796
BLTP3A,-1.5849625007211563
PAK5,-0.16992500144231243
ARHGAP33,-0.7062687969432897
OAT,-0.7862933065297744
PAK1IP1,1.584962500721156
CTNNA1,-0.028569152196770954
NDUFA2,0.19264507794239583
A0A8I5KXD3,-1.5849625007211563
RGS3,-0.9125371587496606
IFT27,-1.7085371858396887
PLS3,-2.0
PEX6,-0.19264507794239588
ADSS2,-1.9364348712225339
SEH1L,0.4498029174395205
CHMP5,0.0
AQR,-0.6520766965796931
SNX3,-0.8950304403984575
MRPL53,-0.6780719051126377
SURF1,-0.4150374992788438
ATP2A1,-0.4241397063860964
AGTPBP1,-4.247927513443585
PRSS56,-2.0
H7BZ35,-1.0
RAB39B,-0.6244908649077935
SUPT4H1,-1.0
LGALS3,1.0995356735509143
MICAL3,0.0
TXNRD3,-0.6280312226130421
NUDT1,1.584962500721156
IGF1R,-1.8365012677171204
IKKB,2.321928094887362
ZNF622,1.584962500721156
PSMA6,-0.9593580155026542
FAM234A,-0.7369655941662062
ARFGEF1,-0.24100809950379493
NUP58,3.169925001442312
FN3KRP,-0.06413033741971558
AKR1A1,-0.7369655941662062
PPP1R12A,-0.18057224564182092
TIMM50,-0.46566357234881184
NT5C1B,1.0
NSUN5,-3.1699250014423126
SLC35A4,0.5849625007211562
TMEM109,-0.3219280948873623
GCA,-0.1982261102056957
NAT14,-0.4405725913859815
PLEKHA5,-3.1699250014423126
SERPINB6,-1.7449583849197368
IFITM1,-0.31550182572792934
AMDHD2,-1.7162070339994087
SEPTIN11,-0.8117781090917893
UBE2I,-1.373753817877384
PNPT1,-1.722466024471091
SNX27,0.0
PACS1,0.6040713236688608
NCDN,0.3772354665664595
ELAVL3,-0.3542834681997476
DTYMK,-1.0
ZCCHC3,0.5639008851933265
HSF2BP,3.0
ISOC2,-0.4643538173420231
TMED1,-0.7462434077542169
A0A0D9SF54,-2.584962500721156
B3GLCT,0.2630344058337938
OTUB1,-0.5494978200663526
MAP1LC3B2,-0.710493382805015
RPL26L1,-0.6111026381849461
BABAM2,-1.2515387669959646
LMTK3,0.16046467219324612
OSBPL1A,0.12553088208385882
H7BY63,1.584962500721156
PLOD3,-2.700439718141092
DDTL,1.0
NIPSNAP3A,-0.2917661243771099
TIMM23B,0.5849625007211562
YWHAH,-0.8680346597914952
ALKBH5,-1.0
BZW2,-1.3245252063734014
KIF2C,-4.169925001442312
LARP1,0.0
COPA,-0.6805951024248202
PRXL2B,0.31993679706827094
ACY1,-2.807354922057604
HK1,-0.33082222432169767
TTC9C,-1.765534746362977
DEK,-0.6374299206152917
SBF2,-1.2181145974730665
WASH2P,-2.0
EZR,-1.041820175694627
EPHA4,-0.9569312781081141
MCM5,0.0
RUNDC3B,-0.15200309344504995
ATP6V1G2,-0.8349407537295038
HPCA,-0.506959988719883
DDX52,-2.0
NCBP2,-0.9175378398080271
HDAC2,-1.1127001327493624
SAFB2,3.584962500721156
UBXN1,-1.0919224894410393
SF3B6,-0.3219280948873623
EVL,-5.78135971352466
SQSTM1,-2.35453276031929
IGF2BP1,-1.0266679504620801
EEF1A2,-1.2008165401889397
SLC25A20,2.321928094887362
UBA52,-0.7098139879062393
DDX46,-0.6751603096927343
CPT1A,-0.22239242133644802
RCOR2,-1.0
M0R038,-1.0
FLNA,-0.8700196358856249
MAP1B,-0.7141099915628998
CHMP6,-0.7004397181410921
KRT18,-0.4211376988152617
NHP2,0.43609911480667357
BASP1,-0.22741049610307254
E9PFN4,-2.584962500721156
SRP72,-0.9417013594353328
MRPL23,0.16600995143892933
PTPN23,-1.0
COMT,-0.5421494171821831
LARS2,-0.04508788952853804
PDRG1,-1.4594316186372973
GTF2F2,1.584962500721156
PCBP1,-0.7971157375527659
MRPS14,-0.8073549220576042
PCBD1,-0.3048545815284209
SAR1B,-0.45508221817424627
OSBPL9,-1.3923174227787605
EPHX1,0.3410369178350669
TAF15,-0.5525410230287788
RAB24,0.2801079191927352
CDC42BPB,-0.37723546656645945
RAB18,-0.978626349207433
SARS1,-0.9313961860009765
ANK2,-0.5768375472848735
ZBED5,1.584962500721156
COL10A1,-2.584962500721156
C12,-1.0
GSTM2,-0.8331809094255093
CBLB,1.8365012677171206
PAPSS2,-1.5849625007211563
A0A0G2JQP3,-1.0
POLR3A,-2.584962500721156
PAFAH1B1,-0.756425908172024
IPO4,-0.21978120787990987
KHSRP,-0.5955545654427024
PXN,-4.459431618637297
AP3D1,-0.35973012759974676
EXT1,-1.5849625007211563
RPL7L1,0.36257007938470837
ANXA7,-0.8531586116707288
RAB3C,-0.7754844067705821
PNMA5,4.169925001442312
NCKAP1,-0.7931875901310104
DDX23,-0.28317205140487006
DPP7,-1.5305147166987798
A0A494C0D0,2.0
CELF2,-0.797086586603777
RUSF1,0.19703684705955357
REXO2,3.0
NEDD8,-0.439912167917873
DENND10,-3.4594316186372973
EPIPL,-3.0
GALM,2.584962500721156
QPCTL,-0.5849625007211563
A0A1W2PP79,-1.0
DPM3,-0.4150374992788438
KDR,-0.5525410230287788
FAF2,-0.4395320611995924
TBCC,-1.3219280948873622
XPC,-1.7369655941662063
PATJ,-4.954196310386875
COG2,-1.538419914784126
GIGYF2,0.0
UNC13A,3.700439718141092
PLIN3,-1.0208586048976642
VKORC1L1,-0.5639008851933265
HNRNPA3,-0.3305272238135611
MYO5B,-0.38187063534364446
OXSM,1.3219280948873624
UFSP2,-1.3219280948873622
ATP5F1B,-0.8078533292701308
NCALD,0.04405518007793556
HNRNPA1L2,-0.1814468713375319
GLRX5,0.5849625007211562
CALM3,0.03562390973072122
FREM2,-3.584962500721156
DST,-0.2251748620077748
MRPL12,0.4525122046975067
SKP1,-0.3587933886392246
OSBP2,-0.4720684443152228
ATG3,-0.6605135337283329
COMMD6,-1.765534746362977
RAB3B,-0.5663468225538092
SRSF5,-0.16293857112620544
UFC1,-1.2479275134435857
SUB1,-0.39231742277876036
PPP2R5B,-1.1543281463912938
PRXL2A,-0.45637829465974344
TPI1,-0.7498660828740124
PDHA1,-0.13948505359862157
NONO,-0.6277323733026231
BPHL,-0.44579975304953073
EIF4G2,-0.40930112972969934
HSPD1,-0.7834326935277879
DNAJC13,-0.14201900487242788
WDR81,-4.392317422778761
EGFR,-3.584962500721156
CYRIB,0.05004068249959563
EIF3H,-0.967333811079678
MVB12B,-0.9068905956085186
PHPT1,-0.5516424275211298
GRB7,-2.115477217419936
CSDC2,-0.7884958948062882
WASH4P,-2.584962500721156
DYNC1LI1,-0.5490854643925597
SCRN2,-0.07800251200127321
SEC22B,-0.8985547364404542
A0A7P0TB69,-1.5849625007211563
A0A0U1RQV5,-0.6918777046376681
TNIK,0.3410369178350669
TOR2A,-1.5360529002402097
CAND2,-0.6374299206152917
PHYHIPL,-0.8930847960834881
TRUB1,-0.4150374992788438
RPS28,-0.061400544664143256
ADH5,-1.0415868368730457
TERF2IP,-0.25153876699596445
SLC25A6,-0.4658375062860759
YBX1,0.49595749466241135
NDRG1,-1.3814291066360243
SMARCB1,0.6520766965796931
RPL7,-0.729241241106872
AP3M2,-2.1775381855521876
UBL4A,-3.1699250014423126
ACSF3,-2.584962500721156
THOC6,-0.0995356735509144
GNE,-1.2016338611696507
CSTF1,-0.4815329110657506
CLVS2,-0.4150374992788438
G3BP2,0.00313970753056715
RBM39,-1.2577977574676469
GBG14,3.0
SRP9,-0.6318488883519919
COPG1,-0.7732291381529778
SSR3,0.0
SIRT5,-5.044394119358453
LDB2,-1.42449782852791
KIF5C,-0.5794967991777791
FAM162A,-0.6964229312096994
EWSR1,-0.1963972128035035
VPS36,-1.308122295362332
PFKL,-0.8925709242914518
SEC24A,-0.5488932460136344
PIGS,0.03394733192333753
FSCN1,-0.7002562741786237
ANXA5,-0.5052641965282915
SERBP1,0.0
PPP2CA,-0.5296085011910382
A0A590UJL3,2.807354922057604
GATD3,-0.7584140134302411
SMARCA4,-0.3780226569582887
A0A1B0GU03,-0.5178483048626193
HMOX2,-0.792999629080534
NCKAP1L,-4.247927513443585
SEPTIN5,-1.0873197238412753
THOC2,0.5305147166987798
CRTAP,3.169925001442312
RALGAPA1,-0.8699394594356271
CORO1C,-0.865030632954501
ATP8A1,-0.4739311883324124
PPFIA3,-1.1312445332782526
MAT2B,-0.5151741705642938
SOD2,0.3119440063147403
GPC2,-1.2349050326499966
PPFIA4,-0.5200070588803865
EXOSC6,-0.6374299206152917
ACTC1,-0.8675937294612327
ARMCX2,-0.7369655941662062
HPF1L,0.22239242133644802
SLC30A7,-0.09310940439148147
SMPD3,0.0
CSTF2T,-0.7725895038969276
B4DXA6,1.0
SRRM1,0.15754127698648002
LACTB2,-2.321928094887362
KPNA2,-1.3894116916033494
GART,-0.6324807046435583
TNPO1,-1.114589131801933
TRPM4,-1.0
H0YIZ8,-0.7500217469916525
ARL8A,-0.596836601009448
DES,-0.6060857922869104
SOX,1.0
PNPLA6,-0.4405725913859815
LCMT1,-0.8951576341425019
IMPA1,-0.7641117361793291
H3BNG0,-1.5849625007211563
MRPS7,-0.7858751946471527
TRIM33,-0.09621531525930317
ANP32E,-0.23000560544632315
TUBB6,-0.7720775196807439
M0QZ92,1.0
FAM118A,2.0
RAD21,-0.6565157617461902
AP1M1,-0.7988601278921487
CCDC6,-1.8365012677171204
PDPK1,-1.2294818461227675
PARVA,0.0
TCOF1,-0.8073549220576042
S35B3,-0.862496476250065
LYN,-5.78135971352466
GATAD2B,-0.7369655941662062
COX7A2,-0.4346282276367247
OCRL,-1.0588936890535685
GSK3A,-0.8627531607166952
CARS1,-1.068425141010884
SPCS3,2.584962500721156
UBE2L5,2.807354922057604
NT5C3A,1.584962500721156
RIDA,-1.1154772174199359
HPX,-1.0
RPLP0,-0.5157964293322688
FBXO7,2.0
IRS4,2.321928094887362
PRKAR2A,-0.7759170418654144
ADAR,-0.8402480376089401
A0A8I5KVJ6,-1.5849625007211563
ABHD5,-2.105794664022597
TRAPPC5,0.22239242133644802
NF2,-4.584962500721156
SPAG9,-0.6629650127224294
A0A6Q8PH79,-1.4739311883324124
H2AC12,-0.7879125870552907
CRYZL1,-0.23794342487096337
RPE65,0.4656635723488118
PDLIM3,-0.8744691179161412
PSME4,-1.137503523749935
TAGLN3,-0.6382920031272828
HPRT1,-0.4150374992788438
MORF4L1,-0.9569312781081141
DNM1L,-1.0078859931354531
C9JRP1,-2.584962500721156
GIPC1,-1.5849625007211563
USP32,0.36257007938470837
TPP1,-0.10627632500391368
SNRNP40,-1.0104166159453383
MZT2A,-1.2801079191927354
SLC25A5,-0.46897630638964743
E5RHB8,-0.16992500144231243
SMAD1,-2.2927817492278457
NEDD4,2.0641303374197157
SF3B5,-1.1699250014423124
DYNLRB2,-1.235628248493142
EPHB2,-0.7369655941662062
AURKC,1.0
H3BSE6,3.0
ADD2,-0.8771432522144667
GNAT1,-0.6285894331214141
PHC2,0.0
PPP3CC,-0.45371796744290366
CD200,1.925999418556223
MON2,0.6166713604484945
RPS20,-0.862496476250065
GPT,-2.584962500721156
H7C0U7,-4.459431618637297
AK3,-0.5436217053402567
LDB1,-0.3344190390705592
KPNA7,-1.1699250014423124
ABRAXAS2,-0.6629650127224294
UBP1,-3.1699250014423126
LIN7C,-0.1750867065580913
ITSN1,-1.8231222379159209
ARHGEF6,1.0
MRPL44,1.3219280948873624
FIGNL1,-1.2313255461064556
MAP6,-0.423211430724544
RABEP1,-1.3959286763311392
PYGL,-1.1403990491391405
ECHS1,-0.18057224564182092
S100A8,-2.807354922057604
LAMP1,-0.511500338780135
HNRNPA0,-0.3157758679057671
SYN2,-1.2563397532597855
SPTBN2,-0.5837063447507308
UBE2NL,0.27301849440641585
A0A7P0TAP9,-1.5849625007211563
DDX47,-0.4854268271702417
PGD,-0.7801990919181181
SEC16A,-0.9844031449489814
ACTG1,-0.7235857780504042
SNRPA,1.1552782254779108
RP2,0.22239242133644802
MIA3,-0.3719687773869579
TIMM13,0.0874628412503394
CLU,-0.8927511606900054
RHOC,-0.5139162577204851
SLIRP,6.339850002884624
MAP2,-0.5305147166987798
POLB,-2.584962500721156
PRAF2,-0.7567288489876361
RABGGTA,-0.982297998266541
EIF4A2,-0.6848743168999057
CUL5,-1.1154772174199359
DHRS1,0.5849625007211562
CLUH,-5.285402218862249
PRPSAP2,-0.7073797374474219
GMIP,-0.28010791919273537
PSMG1,0.0
RAD50,3.321928094887362
WWAS2,-2.321928094887362
SDHA,-0.2818388072718513
KRT80,2.807354922057604
K7EK30,1.0
STOM,0.9708536543404835
XPO5,-0.5725787762653237
G6PD,-1.0274470053448235
ZZEF1,-1.3219280948873622
STX1A,-0.5145731728297583
FLII,-1.1989810347263956
CLN8,-3.4594316186372973
NRF1,0.10309349296410372
H3BN98,-0.6193959977850302
SEPHS2,-1.1699250014423124
NUDT9,0.04730571477835682
ATP6V1C1,-0.8339900485610707
SLC27A3,-1.4879380463262915
AP2B1,-0.39295933381977916
VPS52,0.48542682717024166
RPL36AL,-0.9730329523997306
TTC9B,-1.3219280948873622
SAFB,-0.6057210608879536
LOC127814297,-2.321928094887362
MAT2A,-0.09729720135491486
HGS,-0.4755790412138946
VPS29,-0.22913399921550318
A0A9L9PYI1,2.584962500721156
DNAJC11,0.024453043724538905
A0AAG2TTP8,-0.8564091463711502
MAP3K11,2.321928094887362
COPZ1,-0.5559000351186935
TST,-3.4594316186372973
RDH10,2.584962500721156
V9GZ45,1.0
CRYL1,-0.9691939532188253
GSK3B,-0.2141248053528475
G6PC3,-0.8699394594356271
PIP4K2A,-0.9289169019385173
SMG5,1.0
TRAPPC3,-0.48793804632629156
TRNT1,-1.0310268956206246
OSTC,-1.333423733725192
RB1CC1,-3.0
SMC1A,-0.6972654703459484
OSTF1,-0.4150374992788438
NCAM2,-0.84799690655495
MLF2,-3.9772799234999168
A0A087WWQ2,1.0
NOC4L,0.7369655941662062
VWA5A,-0.6280312226130421
MRC2,0.0
HACD3,-0.42164023410309087
KRT19,-0.6463630453852997
OGFR,-0.18057224564182092
LIG1,3.4594316186372973
YWHAB,-0.7356266659579083
COPS6,-0.642843416801656
LDAH,-1.5717266735644622
RAP1GDS1,-0.08246216019197299
VPS35,-0.32406383923135346
C1QBP,-0.1966919110050978
NIF3L1,-0.8804183842473275
RBP1,-0.42742122373467617
MRGBP,-0.4150374992788438
